date,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2015-01-04,1039,2.4791666666666665,0.6458333333333334,94.27083333333333,7.5,3,0.0,1.0,3.0
2015-01-05,3161,8.041666666666666,6.708333333333333,80.3125,8.854166666666666,3,0.0,0.0,3.0
2015-01-06,3534,7.854166666666667,5.333333333333333,78.89583333333333,16.0,1,0.0,0.0,3.0
2015-01-07,3618,7.456521739130435,4.5,78.1086956521739,19.76086956521739,2,0.0,0.0,3.0
2015-01-08,2351,9.75,7.791666666666667,79.3125,20.479166666666668,7,0.0,0.0,3.0
2015-01-09,3505,12.729166666666666,12.333333333333334,74.85416666666667,32.916666666666664,3,0.0,0.0,3.0
2015-01-10,1436,10.479166666666666,8.708333333333334,66.125,34.3125,3,0.0,1.0,3.0
2015-01-11,1813,6.645833333333333,2.4583333333333335,67.58333333333333,26.5625,1,0.0,1.0,3.0
2015-01-12,3418,11.125,9.75,76.58333333333333,28.1875,7,0.0,0.0,3.0
2015-01-13,3960,8.604166666666666,6.083333333333333,75.8125,21.208333333333332,7,0.0,0.0,3.0
2015-01-14,3904,6.5,2.4791666666666665,67.125,25.75,2,0.0,0.0,3.0
2015-01-15,3673,8.833333333333334,5.625,66.45833333333333,31.166666666666668,2,0.0,0.0,3.0
2015-01-16,3546,5.791666666666667,2.5416666666666665,66.22916666666667,17.458333333333332,1,0.0,0.0,3.0
2015-01-17,1531,3.7916666666666665,0.5625,75.10416666666667,13.583333333333334,1,0.0,1.0,3.0
2015-01-18,1450,3.3958333333333335,1.9166666666666667,84.33333333333333,6.979166666666667,7,0.0,1.0,3.0
2015-01-19,3554,2.4166666666666665,0.7916666666666666,80.0,6.1875,3,0.0,0.0,3.0
2015-01-20,3700,2.0625,-0.16666666666666666,81.95833333333333,9.166666666666666,1,0.0,0.0,3.0
2015-01-21,3655,3.0416666666666665,-0.375,84.27083333333333,14.729166666666666,4,0.0,0.0,3.0
2015-01-22,3828,2.5833333333333335,1.0416666666666667,74.47916666666667,6.729166666666667,3,0.0,0.0,3.0
2015-01-23,3328,2.7083333333333335,-0.020833333333333332,79.41666666666667,12.416666666666666,1,0.0,0.0,3.0
2015-01-24,1798,5.708333333333333,2.3333333333333335,72.72916666666667,18.0625,1,0.0,1.0,3.0
2015-01-25,1705,5.520833333333333,2.3125,77.375,16.166666666666668,3,0.0,1.0,3.0
2015-01-26,3589,8.5625,5.729166666666667,75.20833333333333,18.958333333333332,3,0.0,0.0,3.0
2015-01-27,3835,6.958333333333333,4.145833333333333,72.375,15.291666666666666,1,0.0,0.0,3.0
2015-01-28,3576,6.979166666666667,2.9166666666666665,71.02083333333333,29.145833333333332,1,0.0,0.0,3.0
2015-01-29,3783,3.7708333333333335,-1.25,73.52083333333333,26.5625,2,0.0,0.0,3.0
2015-01-30,3090,3.9791666666666665,0.1875,77.08333333333333,17.479166666666668,3,0.0,0.0,3.0
2015-01-31,926,3.4166666666666665,-0.9166666666666666,77.91666666666667,20.125,7,0.0,1.0,3.0
2015-02-01,1117,3.7916666666666665,-0.8958333333333334,67.0,24.770833333333332,3,0.0,1.0,3.0
2015-02-02,3556,1.25,-2.3958333333333335,64.85416666666667,12.625,1,0.0,0.0,3.0
2015-02-03,2972,2.1666666666666665,-1.0416666666666667,85.5,11.833333333333334,3,0.0,0.0,3.0
2015-02-04,3502,2.875,-0.5208333333333334,80.6875,14.125,3,0.0,0.0,3.0
2015-02-05,2894,2.8958333333333335,-0.9166666666666666,78.10416666666667,16.020833333333332,2,0.0,0.0,3.0
2015-02-06,3214,2.6875,-1.6666666666666667,69.85416666666667,19.270833333333332,2,0.0,0.0,3.0
2015-02-07,1165,3.75,1.0208333333333333,83.02083333333333,11.3125,3,0.0,1.0,3.0
2015-02-08,1824,5.4375,3.1458333333333335,76.20833333333333,10.25,2,0.0,1.0,3.0
2015-02-09,3721,5.708333333333333,3.8541666666666665,81.4375,9.208333333333334,2,0.0,0.0,3.0
2015-02-10,3788,5.5,4.369565217391305,79.6086956521739,6.478260869565218,4,0.0,0.0,3.0
2015-02-11,3671,5.041666666666667,3.1666666666666665,77.4375,7.645833333333333,4,0.0,0.0,3.0
2015-02-12,3729,3.9791666666666665,2.375,73.125,7.208333333333333,4,0.0,0.0,3.0
2015-02-13,3205,6.979166666666667,4.020833333333333,84.54166666666667,17.8125,7,0.0,0.0,3.0
2015-02-14,1475,7.3125,5.104166666666667,88.6875,12.375,3,0.0,1.0,3.0
2015-02-15,1870,6.6875,5.333333333333333,86.16666666666667,7.333333333333333,3,0.0,1.0,3.0
2015-02-16,3323,6.041666666666667,4.0625,89.70833333333333,9.75,7,0.0,0.0,3.0
2015-02-17,3582,5.854166666666667,3.4791666666666665,68.70833333333333,12.1875,1,0.0,0.0,3.0
2015-02-18,3582,6.395833333333333,3.7291666666666665,71.27083333333333,15.166666666666666,1,0.0,0.0,3.0
2015-02-19,3559,7.270833333333333,3.8958333333333335,81.5,21.125,7,0.0,0.0,3.0
2015-02-20,3051,6.645833333333333,4.8125,81.33333333333333,9.416666666666666,2,0.0,0.0,3.0
2015-02-21,1530,4.8125,1.625,76.33333333333333,16.208333333333332,2,0.0,1.0,3.0
2015-02-22,1294,5.125,1.4166666666666667,80.91666666666667,21.25,1,0.0,1.0,3.0
2015-02-23,3618,6.9375,2.9375,66.85416666666667,25.875,2,0.0,0.0,3.0
2015-02-24,3841,7.1875,3.1458333333333335,66.14583333333333,27.0,2,0.0,0.0,3.0
2015-02-25,2651,9.083333333333334,7.666666666666667,77.3125,11.104166666666666,2,0.0,0.0,3.0
2015-02-26,3628,9.25,7.4375,81.72916666666667,16.916666666666668,7,0.0,0.0,3.0
2015-02-27,3398,5.9375,3.1041666666666665,66.27083333333333,14.3125,1,0.0,0.0,3.0
2015-02-28,1224,8.6875,5.75,83.58333333333333,23.083333333333332,3,0.0,1.0,3.0
2015-03-01,2006,9.1875,6.416666666666667,66.6875,29.583333333333332,2,0.0,1.0,0.0
2015-03-02,3573,6.0625,1.7291666666666667,62.8125,28.3125,1,0.0,0.0,0.0
2015-03-03,3818,6.583333333333333,2.8541666666666665,64.1875,23.041666666666668,2,0.0,0.0,0.0
2015-03-04,3803,6.6875,3.2708333333333335,64.66666666666667,20.208333333333332,1,0.0,0.0,0.0
2015-03-05,3807,7.5,5.208333333333333,65.27083333333333,16.6875,1,0.0,0.0,0.0
2015-03-06,3548,9.104166666666666,7.1875,63.291666666666664,17.520833333333332,1,0.0,0.0,0.0
2015-03-07,3179,11.041666666666666,9.645833333333334,64.3125,18.395833333333332,1,0.0,1.0,0.0
2015-03-08,2179,10.041666666666666,9.041666666666666,78.85416666666667,14.229166666666666,2,0.0,1.0,0.0
2015-03-09,3886,8.354166666666666,6.416666666666667,82.83333333333333,14.3125,3,0.0,0.0,0.0
2015-03-10,4033,8.916666666666666,7.395833333333333,65.45833333333333,10.625,1,0.0,0.0,0.0
2015-03-11,4053,8.75,7.604166666666667,73.72916666666667,11.229166666666666,1,0.0,0.0,0.0
2015-03-12,4125,10.0,8.958333333333334,56.208333333333336,13.583333333333334,1,0.0,0.0,0.0
2015-03-13,3609,8.5,6.625,61.270833333333336,17.770833333333332,1,0.0,0.0,0.0
2015-03-14,1625,6.145833333333333,2.9583333333333335,66.97916666666667,17.958333333333332,4,0.0,1.0,0.0
2015-03-15,1153,6.3125,3.3125,82.20833333333333,16.3125,7,0.0,1.0,0.0
2015-03-16,2760,7.0,4.520833333333333,81.77083333333333,13.6875,7,0.0,0.0,0.0
2015-03-17,3734,8.479166666666666,7.166666666666667,85.875,10.208333333333334,7,0.0,0.0,0.0
2015-03-18,3889,6.895833333333333,4.583333333333333,80.0625,12.208333333333334,3,0.0,0.0,0.0
2015-03-19,3787,7.25,4.541666666666667,79.14583333333333,15.083333333333334,4,0.0,0.0,0.0
2015-03-20,3515,7.541666666666667,5.833333333333333,75.47916666666667,9.854166666666666,1,0.0,0.0,0.0
2015-03-21,1377,7.625,4.895833333333333,72.04166666666667,16.479166666666668,3,0.0,1.0,0.0
2015-03-22,1941,5.854166666666667,3.3333333333333335,67.72916666666667,12.395833333333334,3,0.0,1.0,0.0
2015-03-23,3719,8.0,6.479166666666667,66.16666666666667,11.916666666666666,2,0.0,0.0,0.0
2015-03-24,3864,7.541666666666667,5.916666666666667,69.8125,9.354166666666666,7,0.0,0.0,0.0
2015-03-25,3858,6.208333333333333,4.645833333333333,67.08333333333333,7.9375,1,0.0,0.0,0.0
2015-03-26,2658,8.416666666666666,6.1875,70.375,20.833333333333332,1,0.0,0.0,0.0
2015-03-27,3514,8.833333333333334,6.916666666666667,60.5,15.729166666666666,1,0.0,0.0,0.0
2015-03-28,1651,11.5625,11.145833333333334,80.125,22.895833333333332,3,0.0,1.0,0.0
2015-03-29,875,11.304347826086957,10.08695652173913,77.44565217391305,30.77173913043478,7,0.0,1.0,0.0
2015-03-30,3370,9.625,7.395833333333333,64.5625,26.333333333333332,2,0.0,0.0,0.0
2015-03-31,3297,10.85,9.7,55.15,41.9,3,0.0,0.0,0.0
2015-04-01,3473,8.5,4.9375,59.854166666666664,31.708333333333332,2,0.0,0.0,0.0
2015-04-02,2813,9.0625,7.125,66.35416666666667,14.8125,1,0.0,0.0,0.0
2015-04-03,1404,9.395833333333334,8.583333333333334,88.08333333333333,7.916666666666667,7,1.0,0.0,0.0
2015-04-04,1245,8.869565217391305,7.021739130434782,77.69565217391305,12.26086956521739,3,0.0,1.0,0.0
2015-04-05,2156,8.791666666666666,8.270833333333334,71.125,7.020833333333333,3,0.0,1.0,0.0
2015-04-06,3000,9.25,7.770833333333333,73.58333333333333,13.354166666666666,1,1.0,0.0,0.0
2015-04-07,3721,11.083333333333334,10.916666666666666,68.0625,6.604166666666667,1,0.0,0.0,0.0
2015-04-08,3714,11.75,11.375,73.95833333333333,11.020833333333334,1,0.0,0.0,0.0
2015-04-09,3712,10.5,9.5625,79.3125,10.5625,1,0.0,0.0,0.0
2015-04-10,3751,13.041666666666666,12.541666666666666,68.0,11.916666666666666,1,0.0,0.0,0.0
2015-04-11,2713,11.625,11.125,58.916666666666664,21.6875,1,0.0,1.0,0.0
2015-04-12,3241,11.791666666666666,10.916666666666666,58.645833333333336,20.208333333333332,1,0.0,1.0,0.0
2015-04-13,3752,11.604166666666666,11.166666666666666,68.77083333333333,9.729166666666666,4,0.0,0.0,0.0
2015-04-14,4196,15.645833333333334,14.895833333333334,60.770833333333336,17.166666666666668,1,0.0,0.0,0.0
